OBJECTID.x,Shape,FID_ACS_2016_5YR_BG_06_CALIFORNI3,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,BG_area_acres,FID_DAC_Place_2010_2014,Place ID Number,DACP_name,DACP_population,DACP_households,DACP_MHI,DACP_area_a,Shape_Length,Shape_Area,BG_DACP_int_a_,Area_weight,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,Pop_weight
706,Polygon,3673,6,71,9116,1,60710091161,Block Group 1,G5030,S,650939,0,34.582899,-117.4051515,15000US060710091161,237.871625,370,600296,Adelanto city,31773,7392,35262,53031.29364,3924.572824,962632.312,237.871625,1,1138,184,831,307,27.92003515
2204,Polygon,8582,6,71,9117,1,60710091171,Block Group 1,G5030,S,151174442,0,34.5540708,-117.5151034,15000US060710091171,55205.4437,370,600296,Adelanto city,31773,7392,35262,53031.29364,51575.95407,70767465.92,17487.02166,0.316762632,5391,1335,3217,2174,5.893711742
2233,Polygon,8637,6,71,980200,1,60719802001,Block Group 1,G5030,S,19044620,0,34.5852811,-117.3717881,15000US060719802001,6959.830558,370,600296,Adelanto city,31773,7392,35262,53031.29364,42.550668,0.587474,1.45E-04,2.08E-08,4364,572,2311,2053,7.280705775
2236,Polygon,8639,6,71,9110,2,60710091102,Block Group 2,G5030,S,21872745,0,34.5456906,-117.3640109,15000US060710091102,7985.831815,370,600296,Adelanto city,31773,7392,35262,53031.29364,13087.58471,8617533.309,2129.438856,0.266652104,6185,1325,3652,2533,5.137105901
2254,Polygon,8775,6,71,9116,2,60710091162,Block Group 2,G5030,S,2884609,0,34.5921084,-117.4096792,15000US060710091162,1054.347731,370,600296,Adelanto city,31773,7392,35262,53031.29364,10604.42912,4266793.886,1054.347731,1,1633,281,1041,592,19.45682792
2255,Polygon,8776,6,71,9116,3,60710091163,Block Group 3,G5030,S,2988694,0,34.5930474,-117.4259158,15000US060710091163,1092.416524,370,600296,Adelanto city,31773,7392,35262,53031.29364,9506.089896,4420852.825,1092.416524,1,3233,830,1320,1913,9.827714197
2296,Polygon,8941,6,71,9117,3,60710091173,Block Group 3,G5030,S,1604321,0,34.5967269,-117.44382,15000US060710091173,586.456999,370,600296,Adelanto city,31773,7392,35262,53031.29364,7854.105496,2373307.273,586.456999,1,992,238,638,354,32.02923387
4122,Polygon,15505,6,71,11700,1,60710117001,Block Group 1,G5030,S,419875148,1357273,34.7138452,-117.2159049,15000US060710117001,154415.682,370,600296,Adelanto city,31773,7392,35262,53031.29364,1562.255834,77527.90437,19.157562,1.24E-04,1489,600,783,706,21.3384822
4158,Polygon,15618,6,71,9117,2,60710091172,Block Group 2,G5030,S,476801057,1407886,34.630638,-117.5205628,15000US060710091172,175020.7188,370,600296,Adelanto city,31773,7392,35262,53031.29364,67990.44727,80475259.76,19885.86976,0.11362009,733,417,233,500,43.34652115
4160,Polygon,15619,6,71,9116,4,60710091164,Block Group 4,G5030,S,13752927,0,34.5701925,-117.4078797,15000US060710091164,5024.181117,370,600296,Adelanto city,31773,7392,35262,53031.29364,21440.94306,17964267.98,4439.067291,0.883540459,1634,257,985,649,19.44492044
4755,Polygon,18583,6,71,9114,2,60710091142,Block Group 2,G5030,S,1630835,0,34.5237243,-117.4267276,15000US060710091142,595.112444,370,600296,Adelanto city,31773,7392,35262,53031.29364,6883.666549,2408334.615,595.112444,1,3816,727,1982,1834,8.326257862
4756,Polygon,18584,6,71,9114,1,60710091141,Block Group 1,G5030,S,12177607,0,34.5416454,-117.4160195,15000US060710091141,4445.665942,370,600296,Adelanto city,31773,7392,35262,53031.29364,19885.28882,15052821.5,3719.633199,0.836687517,6335,659,4191,2144,5.015469613
4757,Polygon,18585,6,71,9112,1,60710091121,Block Group 1,G5030,S,4892476,0,34.5136022,-117.4161755,15000US060710091121,1784.899845,370,600296,Adelanto city,31773,7392,35262,53031.29364,11803.24143,7223233.403,1784.899845,1,8933,981,6014,2919,3.556811821
3541,Polygon,14134,6,49,200,2,60490002002,Block Group 2,G5030,S,1322681219,25460910,41.3117069,-121.1804989,15000US060490002002,590949.9699,486,600310,Adin CDP,215,64,29583,3895.440069,18772.57014,15764286.66,3895.440069,0.006591827,696,620,38,658,0.308908046
1839,Polygon,7628,6,99,2100,1,60990021001,Block Group 1,G5030,S,3383756,194176,37.6276316,-120.9588687,15000US060990021001,1411.912193,490,600535,Airport CDP,1547,472,21607,609.861884,6580.769902,1311530.801,324.086319,0.229537163,1912,605,1273,639,0.809100418
1847,Polygon,7642,6,99,2100,2,60990021002,Block Group 2,G5030,S,1406616,0,37.634937,-120.9693364,15000US060990021002,555.192668,490,600535,Airport CDP,1547,472,21607,609.861884,5562.393275,1156491.35,285.775236,0.514731646,1744,426,1241,503,0.887041284
3156,Polygon,12625,6,99,2302,1,60990023021,Block Group 1,G5030,S,1140006,53775,37.6230117,-120.9829995,15000US060990023021,471.036794,490,600535,Airport CDP,1547,472,21607,609.861884,162.600597,1.330571,3.29E-04,6.98E-07,2159,417,1674,485,0.716535433
4215,Polygon,15956,6,45,11001,1,60450110011,Block Group 1,G5030,S,201440115,11422425,39.1633261,-123.6926693,15000US060450110011,87639.16987,492,600716,Albion CDP,295,100,12209,1978.683652,14906.60171,8007448.643,1978.683652,0.022577617,1799,1496,136,1663,0.163979989
392,Polygon,1648,6,23,11600,1,60230116001,Block Group 1,G5030,S,750669291,2284045,40.2216187,-123.6874757,15000US060230116001,319501.6075,493,600786,Alderpoint CDP,255,126,32688,2663.532366,15567.17246,10778933.06,2663.532366,0.008336523,1026,857,50,976,0.248538012
5676,Polygon,23084,6,91,10000,3,60910100003,Block Group 3,G5030,S,577873133,280944,39.5282435,-120.7287005,15000US060910100003,240457.0312,495,600982,Alleghany CDP,115,43,37663,375.217974,8788.231488,1518453.267,375.217974,0.001560437,413,366,0,413,0.278450363
5284,Polygon,21007,6,107,4300,1,61070043001,Block Group 1,G5030,S,214890036,28350,35.8566754,-119.4602507,15000US061070043001,81015.90895,497,601010,Allensworth CDP,480,118,25625,3028.510296,15634.90128,12255946.34,3028.510296,0.037381674,1875,279,1496,379,0.256
2417,Polygon,9415,6,63,502,2,60630005022,Block Group 2,G5030,S,511382541,106986049,40.176321,-121.2226095,15000US060630005022,262071.8861,498,601094,Almanor CDP,0,0,0,970.536965,9153.609355,3927623.751,970.536965,0.003703323,581,498,9,572,0
5285,Polygon,21007,6,107,4300,1,61070043001,Block Group 1,G5030,S,214890036,28350,35.8566754,-119.4602507,15000US061070043001,81015.90895,500,601164,Alpaugh CDP,969,243,26927,982.057522,7984.429341,3974245.788,982.057522,0.012121786,1875,279,1496,379,0.5168
1255,Polygon,5236,6,49,100,3,60490001003,Block Group 3,G5030,S,1401488,26469,41.4804198,-120.5448841,15000US060490001003,629.197629,393,601444,Alturas city,2714,1240,31087,2795.367385,5865.285554,1404742.758,347.119495,0.551685955,393,348,35,358,6.905852417
1256,Polygon,5245,6,49,100,5,60490001005,Block Group 5,G5030,S,1808134,0,41.489917,-120.5516344,15000US060490001005,796.943862,393,601444,Alturas city,2714,1240,31087,2795.367385,8557.87284,3225117.387,796.943862,1,998,820,132,866,2.719438878
3534,Polygon,14130,6,49,300,3,60490003003,Block Group 3,G5030,S,1764291957,20887961,41.339613,-120.5034712,15000US060490003003,783238.1768,393,601444,Alturas city,2714,1240,31087,2795.367385,1637.287271,35377.06394,8.741863,1.12E-05,664,469,137,527,4.087349398
3539,Polygon,14133,6,49,100,1,60490001001,Block Group 1,G5030,S,17612775,69583,41.5068637,-120.548069,15000US060490001001,7798.799245,393,601444,Alturas city,2714,1240,31087,2795.367385,9436.610515,3558514.011,879.327962,0.112751711,1096,1006,54,1042,2.476277372
4255,Polygon,16195,6,49,100,2,60490001002,Block Group 2,G5030,S,2627485,43295,41.4962144,-120.527401,15000US060490001002,1177.271674,393,601444,Alturas city,2714,1240,31087,2795.367385,7683.371491,1803266.211,445.596785,0.378499538,574,442,99,475,4.728222997
4256,Polygon,16201,6,49,100,4,60490001004,Block Group 4,G5030,S,4316765,269008,41.4836841,-120.5685219,15000US060490001004,2020.991779,393,601444,Alturas city,2714,1240,31087,2795.367385,5701.543782,1285433.023,317.637417,0.157169079,379,324,55,324,7.160949868
3416,Polygon,13726,6,5,200,5,60050002005,Block Group 5,G5030,S,45933448,57830,38.4449002,-120.8796703,15000US060050002005,18554.91538,471,601514,Amador City city,164,86,48750,327.627317,2986.181177,386570.1738,95.52357,0.005148154,680,493,171,509,0.241176471
3424,Polygon,13732,6,5,200,2,60050002002,Block Group 2,G5030,S,62127015,99659,38.4294717,-120.747984,15000US060050002002,25098.11982,471,601514,Amador City city,164,86,48750,327.627317,4428.913608,939290.539,232.103747,0.009247854,1332,975,166,1166,0.123123123
2521,Polygon,9895,6,87,123100,1,60871231001,Block Group 1,G5030,S,4354475,415939,36.9528145,-121.784434,15000US060871231001,1849.370517,508,601651,Amesti CDP,3213,961,48617,3068.371172,18211.45144,6998236.398,1729.301875,0.93507594,1521,532,870,651,2.112426036
5125,Polygon,20115,6,87,123100,2,60871231002,Block Group 2,G5030,S,3342512,0,36.9646168,-121.7778184,15000US060871231002,1296.182498,508,601651,Amesti CDP,3213,961,48617,3068.371172,14941.34568,5245464.465,1296.182498,1,1191,352,799,392,2.697732997
5569,Polygon,22483,6,87,110600,4,60871106004,Block Group 4,G5030,S,384156,0,36.9379383,-121.7748497,15000US060871106004,148.867103,508,601651,Amesti CDP,3213,961,48617,3068.371172,2989.264638,173556.7213,42.8868,0.288087826,1790,129,1603,187,1.794972067
540,Polygon,2995,6,45,11102,3,60450111023,Block Group 3,G5030,S,52926573,7405524,38.8140182,-123.568042,15000US060450111023,24590.78442,509,602028,Anchor Bay CDP,254,137,34191,3708.100239,21691.15712,15006149.27,3708.100239,0.150792271,1707,1429,209,1498,0.148799063
438,Polygon,1976,6,89,12101,1,60890121011,Block Group 1,G5030,S,523931,70360,40.4699513,-122.292598,15000US060890121011,254.001602,318,602042,Anderson city,10066,3884,35225,7324.361978,4102.566003,1027908.015,254.001602,1,1140,947,124,1016,8.829824561
984,Polygon,4444,6,89,12000,1,60890120001,Block Group 1,G5030,S,2729788,24870,40.4438449,-122.3112057,15000US060890120001,1176.619175,318,602042,Anderson city,10066,3884,35225,7324.361978,10703.92633,3219021.225,795.437468,0.676036465,646,585,49,597,15.58204334
985,Polygon,4445,6,89,12000,2,60890120002,Block Group 2,G5030,S,797321,5608,40.4457385,-122.3061378,15000US060890120002,342.977385,318,602042,Anderson city,10066,3884,35225,7324.361978,5493.366536,1387980.232,342.977385,1,1214,826,224,990,8.291598023
988,Polygon,4455,6,89,12000,3,60890120003,Block Group 3,G5030,S,826334,5944,40.4433005,-122.2949013,15000US060890120003,355.454658,318,602042,Anderson city,10066,3884,35225,7324.361978,5930.945719,1438473.966,355.454658,1,1228,736,251,977,8.197068404
989,Polygon,4456,6,89,12000,4,60890120004,Block Group 4,G5030,S,6479505,32493,40.4265685,-122.2859937,15000US060890120004,2779.827591,318,602042,Anderson city,10066,3884,35225,7324.361978,12178.61497,4548154.13,1123.873361,0.404296067,1512,1230,263,1249,6.657407407
2246,Polygon,8745,6,89,12102,2,60890121022,Block Group 2,G5030,S,4545189,80638,40.4441201,-122.2801336,15000US060890121022,1975.82308,318,602042,Anderson city,10066,3884,35225,7324.361978,9002.949361,2349456.032,580.563229,0.29383361,1213,779,140,1073,8.298433636
3191,Polygon,12697,6,89,11500,4,60890115004,Block Group 4,G5030,S,14351274,411205,40.4953794,-122.2806825,15000US060890115004,6314.8082,318,602042,Anderson city,10066,3884,35225,7324.361978,116.800688,0.438583,1.08E-04,1.71E-08,1158,1056,12,1146,8.692573402
3196,Polygon,12700,6,89,12301,1,60890123011,Block Group 1,G5030,S,8796010,489554,40.4729215,-122.3286245,15000US060890123011,3969.754705,318,602042,Anderson city,10066,3884,35225,7324.361978,3053.488741,439636.1763,108.636465,0.02736604,1566,1153,348,1218,6.427841635
3205,Polygon,12718,6,89,12303,2,60890123032,Block Group 2,G5030,S,40714262,75415,40.4163586,-122.336335,15000US060890123032,17407.42399,318,602042,Anderson city,10066,3884,35225,7324.361978,7104.017893,2483816.302,613.764375,0.035258771,1905,1723,70,1835,5.283989501
4234,Polygon,16152,6,89,12101,3,60890121013,Block Group 3,G5030,S,4008116,159054,40.4611119,-122.305034,15000US060890121013,1780.874176,318,602042,Anderson city,10066,3884,35225,7324.361978,13440.86706,5898612.167,1457.57881,0.818462545,1824,1531,249,1575,5.518640351
4235,Polygon,16153,6,89,12102,1,60890121021,Block Group 1,G5030,S,5729935,675865,40.4600468,-122.2648732,15000US060890121021,2737.313132,318,602042,Anderson city,10066,3884,35225,7324.361978,14134.97565,4945720.673,1222.114194,0.446464885,867,768,26,841,11.61014994
4239,Polygon,16157,6,89,12101,2,60890121012,Block Group 2,G5030,S,1099947,0,40.4560141,-122.2929765,15000US060890121012,469.960324,318,602042,Anderson city,10066,3884,35225,7324.361978,6896.255681,1901861.954,469.960324,1,1479,1251,125,1354,6.805949966
787,Polygon,3833,6,65,44403,3,60650444033,Block Group 3,G5030,S,832391383,175857,33.509951,-116.3897592,15000US060650444033,296709.3449,512,602294,Anza CDP,2356,897,39489,25579.3669,32400.73782,23654436.77,5845.138623,0.01969988,2045,1318,271,1774,1.15207824
1655,Polygon,7017,6,65,44402,2,60650444022,Block Group 2,G5030,S,296093204,1392468,33.6409873,-116.7513918,15000US060650444022,106327.1894,512,602294,Anza CDP,2356,897,39489,25579.3669,41465.56099,14487001.36,3579.815997,0.033667927,552,399,112,440,4.268115942
1679,Polygon,7060,6,65,44402,3,60650444023,Block Group 3,G5030,S,48534291,51582,33.5789413,-116.7079518,15000US060650444023,17340.00799,512,602294,Anza CDP,2356,897,39489,25579.3669,46334.58484,65322336.04,16141.50077,0.930881968,1160,791,290,870,2.031034483
1692,Polygon,7079,6,65,44403,2,60650444032,Block Group 2,G5030,S,119129931,0,33.5007123,-116.696215,15000US060650444032,42446.45553,512,602294,Anza CDP,2356,897,39489,25579.3669,5810.290842,52251.03595,12.911512,3.04E-04,1027,523,421,606,2.29406037
7,Polygon,25,6,71,9714,2,60710097142,Block Group 2,G5030,S,2780052,0,34.5250438,-117.203852,15000US060710097142,1014.509926,271,602364,Apple Valley town,70561,23987,48337,70683.8675,10926.9983,4105576.01,1014.509926,1,1057,556,429,628,66.75591296
8,Polygon,26,6,71,9714,3,60710097143,Block Group 3,G5030,S,2413388,0,34.5136368,-117.1995662,15000US060710097143,880.467272,271,602364,Apple Valley town,70561,23987,48337,70683.8675,9891.267379,3563124.633,880.467272,1,1565,641,719,846,45.08690096
9,Polygon,27,6,71,9715,1,60710097151,Block Group 1,G5030,S,1942975,0,34.5336362,-117.2586546,15000US060710097151,709.184362,271,602364,Apple Valley town,70561,23987,48337,70683.8675,8125.671623,2869967.289,709.184362,1,1411,932,282,1129,50.00779589
10,Polygon,28,6,71,9715,2,60710097152,Block Group 2,G5030,S,2953222,0,34.5288119,-117.2398894,15000US060710097152,1077.799277,271,602364,Apple Valley town,70561,23987,48337,70683.8675,9118.112631,4361698.928,1077.799277,1,2615,1038,1325,1290,26.983174
11,Polygon,29,6,71,9715,3,60710097153,Block Group 3,G5030,S,1927569,0,34.5113959,-117.2392032,15000US060710097153,703.189162,271,602364,Apple Valley town,70561,23987,48337,70683.8675,8401.592579,2845705.575,703.189162,1,1392,964,290,1102,50.69037356
635,Polygon,3452,6,71,10012,3,60710100123,Block Group 3,G5030,S,6779695,0,34.4481652,-117.2682139,15000US060710100123,2469.563229,271,602364,Apple Valley town,70561,23987,48337,70683.8675,1528.956961,64560.13673,15.953157,0.00645991,1910,1001,852,1058,36.94293194
856,Polygon,4076,6,71,9715,4,60710097154,Block Group 4,G5030,S,2106247,0,34.5119522,-117.2301819,15000US060710097154,768.381397,271,602364,Apple Valley town,70561,23987,48337,70683.8675,8963.910591,3109529.192,768.381397,1,1622,934,358,1264,43.50246609
857,Polygon,4077,6,71,9715,5,60710097155,Block Group 5,G5030,S,5394948,10103,34.511517,-117.2121508,15000US060710097155,1971.774279,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13911.18873,7979487.406,1971.774279,1,1767,1204,309,1458,39.93265422
858,Polygon,4078,6,71,9716,2,60710097162,Block Group 2,G5030,S,1262068,0,34.5403374,-117.2168336,15000US060710097162,460.727757,271,602364,Apple Valley town,70561,23987,48337,70683.8675,5748.636298,1864499.084,460.727757,1,2208,779,867,1341,31.95697464
859,Polygon,4079,6,71,9716,3,60710097163,Block Group 3,G5030,S,1206604,0,34.5333969,-117.2168123,15000US060710097163,440.407686,271,602364,Apple Valley town,70561,23987,48337,70683.8675,5728.353087,1782266.671,440.407686,1,1704,627,662,1042,41.40903756
860,Polygon,4080,6,71,9717,1,60710097171,Block Group 1,G5030,S,4581522,298870,34.5263849,-117.2655329,15000US060710097171,1781.017836,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13722.57258,7207523.47,1781.017836,1,1925,1076,713,1212,36.65506494
894,Polygon,4184,6,71,12101,3,60710121013,Block Group 3,G5030,S,10963166,586602,34.5659327,-117.2856288,15000US060710121013,4218.87009,271,602364,Apple Valley town,70561,23987,48337,70683.8675,12747.571,1732253.481,428.049157,0.101460616,700,241,227,473,100.8014286
913,Polygon,4260,6,71,9717,2,60710097172,Block Group 2,G5030,S,2739123,60035,34.5081217,-117.2517504,15000US060710097172,1021.09384,271,602364,Apple Valley town,70561,23987,48337,70683.8675,9643.058231,4132220.164,1021.09384,1,2653,1653,638,2015,26.596683
1147,Polygon,4827,6,71,10012,2,60710100122,Block Group 2,G5030,S,2671034,0,34.4627364,-117.2618525,15000US060710100122,973.283264,271,602364,Apple Valley town,70561,23987,48337,70683.8675,5928.023052,535056.7875,132.215412,0.13584474,1746,863,820,926,40.41294387
1170,Polygon,4887,6,71,12101,1,60710121011,Block Group 1,G5030,S,34231183,0,34.5983961,-117.1875222,15000US060710121011,12513.6631,271,602364,Apple Valley town,70561,23987,48337,70683.8675,35882.19299,50640997.89,12513.6631,1,643,353,225,418,109.7371695
1174,Polygon,4898,6,71,9707,1,60710097071,Block Group 1,G5030,S,4066226,256829,34.4544426,-117.2431958,15000US060710097071,1574.934475,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13056.53233,6092038.47,1505.37549,0.955833728,3043,2419,350,2693,23.1879724
1176,Polygon,4899,6,71,9709,1,60710097091,Block Group 1,G5030,S,3868119,0,34.4642755,-117.1945803,15000US060710097091,1409.534232,271,602364,Apple Valley town,70561,23987,48337,70683.8675,9747.594903,5704182.659,1409.534232,1,3260,1642,1253,2007,21.64447853
1177,Polygon,4900,6,71,9709,2,60710097092,Block Group 2,G5030,S,1939454,0,34.4534177,-117.1945847,15000US060710097092,706.55026,271,602364,Apple Valley town,70561,23987,48337,70683.8675,7794.75681,2859307.457,706.55026,1,797,625,118,679,88.53324969
1178,Polygon,4901,6,71,9709,3,60710097093,Block Group 3,G5030,S,1926474,0,34.4461793,-117.1945512,15000US060710097093,701.702052,271,602364,Apple Valley town,70561,23987,48337,70683.8675,7792.681071,2839687.454,701.702052,1,2383,1023,1066,1317,29.61015527
1188,Polygon,4926,6,71,9710,1,60710097101,Block Group 1,G5030,S,2616147,0,34.4928333,-117.198773,15000US060710097101,953.965373,271,602364,Apple Valley town,70561,23987,48337,70683.8675,7847.789428,3860560.898,953.965373,1,3973,1466,1747,2226,17.76013088
1189,Polygon,4927,6,71,9710,3,60710097103,Block Group 3,G5030,S,1374052,0,34.4784555,-117.1950041,15000US060710097103,500.870633,271,602364,Apple Valley town,70561,23987,48337,70683.8675,6030.609377,2026951.538,500.870633,1,1122,413,374,748,62.8885918
1190,Polygon,4928,6,71,9711,1,60710097111,Block Group 1,G5030,S,3146406,310980,34.489396,-117.2475185,15000US060710097111,1260.510401,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11254.72762,5101104.613,1260.510401,1,2944,1872,792,2152,23.96773098
1191,Polygon,4929,6,71,9711,2,60710097112,Block Group 2,G5030,S,3986085,0,34.4930809,-117.2290143,15000US060710097112,1453.516994,271,602364,Apple Valley town,70561,23987,48337,70683.8675,10801.01094,5882174.583,1453.516994,1,2807,1969,439,2368,25.13751336
1192,Polygon,4930,6,71,9711,3,60710097113,Block Group 3,G5030,S,1292684,0,34.4932599,-117.2114593,15000US060710097113,471.376016,271,602364,Apple Valley town,70561,23987,48337,70683.8675,6337.23251,1907591.056,471.376016,1,1728,824,812,916,40.83391204
1194,Polygon,4934,6,71,9716,1,60710097161,Block Group 1,G5030,S,6457816,0,34.5447147,-117.2304914,15000US060710097161,2357.720541,271,602364,Apple Valley town,70561,23987,48337,70683.8675,16631.25637,9541356.513,2357.720541,1,3413,2179,1044,2369,20.67418693
1195,Polygon,4936,6,71,9708,2,60710097082,Block Group 2,G5030,S,46399634,0,34.4293011,-117.1160168,15000US060710097082,16893.90971,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11723.48648,5740012.49,1418.387976,0.083958539,2525,1794,586,1939,27.9449505
1220,Polygon,5014,6,71,9712,1,60710097121,Block Group 1,G5030,S,2588610,0,34.4933362,-117.1814598,15000US060710097121,943.935537,271,602364,Apple Valley town,70561,23987,48337,70683.8675,7826.176469,3819971.591,943.935537,1,1313,372,810,503,53.74028941
1221,Polygon,5015,6,71,9712,2,60710097122,Block Group 2,G5030,S,2972010,0,34.4935908,-117.1628402,15000US060710097122,1083.750215,271,602364,Apple Valley town,70561,23987,48337,70683.8675,8044.907272,3910116.698,966.210878,0.891543886,1837,907,706,1131,38.41099619
1222,Polygon,5016,6,71,9712,3,60710097123,Block Group 3,G5030,S,1856746,0,34.4823687,-117.177499,15000US060710097123,676.884747,271,602364,Apple Valley town,70561,23987,48337,70683.8675,7801.878955,2739255.387,676.884747,1,1279,615,543,736,55.16888194
1223,Polygon,5017,6,71,9713,1,60710097131,Block Group 1,G5030,S,6183593,0,34.5397063,-117.1817301,15000US060710097131,2257.334445,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13480.61325,9135108.396,2257.334445,1,1572,554,858,714,44.88613232
1229,Polygon,5068,6,71,9713,2,60710097132,Block Group 2,G5030,S,6085539,0,34.5395712,-117.1642293,15000US060710097132,2221.531109,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13036.43748,8990217.436,2221.531109,1,1370,893,311,1059,51.50437956
1230,Polygon,5069,6,71,9713,3,60710097133,Block Group 3,G5030,S,3292414,0,34.5101764,-117.1824472,15000US060710097133,1201.059282,271,602364,Apple Valley town,70561,23987,48337,70683.8675,9772.196658,4860514.471,1201.059282,1,2678,1515,838,1840,26.34839432
1231,Polygon,5070,6,71,9713,4,60710097134,Block Group 4,G5030,S,4487593,0,34.5125791,-117.1657795,15000US060710097134,1637.147916,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11640.95633,6625302.56,1637.147916,1,1186,450,544,642,59.49494098
1232,Polygon,5071,6,71,9714,1,60710097141,Block Group 1,G5030,S,4923104,0,34.5432412,-117.1994098,15000US060710097141,1797.340956,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11335.60416,7273580.79,1797.340956,1,1237,802,319,918,57.04203719
1488,Polygon,6478,6,71,9707,2,60710097072,Block Group 2,G5030,S,16398500,201074,34.4443613,-117.2222066,15000US060710097072,6045.966652,271,602364,Apple Valley town,70561,23987,48337,70683.8675,16859.66776,13190125.88,3259.351088,0.539095115,2837,1542,890,1947,24.87169545
2267,Polygon,8812,6,71,9711,4,60710097114,Block Group 4,G5030,S,5091500,0,34.4785334,-117.2252711,15000US060710097114,1855.961531,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11599.18966,7510809.842,1855.961531,1,2348,1287,665,1683,30.05153322
4124,Polygon,15507,6,71,9712,4,60710097124,Block Group 4,G5030,S,7620259,0,34.4792084,-117.1554602,15000US060710097124,2777.790835,271,602364,Apple Valley town,70561,23987,48337,70683.8675,11740.00415,4815133.4,1189.845376,0.428342322,1884,711,990,894,37.45276008
4372,Polygon,16627,6,71,9710,2,60710097102,Block Group 2,G5030,S,1118841,0,34.4784196,-117.2037853,15000US060710097102,407.840942,271,602364,Apple Valley town,70561,23987,48337,70683.8675,5599.666574,1650473.735,407.840942,1,1841,449,1012,829,38.32753938
4545,Polygon,17381,6,71,9708,1,60710097081,Block Group 1,G5030,S,33820603,0,34.4559497,-117.1222708,15000US060710097081,12321.72828,271,602364,Apple Valley town,70561,23987,48337,70683.8675,13703.52058,5719518.604,1413.323826,0.114701752,1311,788,492,819,53.82227307
4741,Polygon,18510,6,71,12104,2,60710121042,Block Group 2,G5030,S,389623586,0,34.5786255,-117.0799369,15000US060710121042,142365.2046,271,602364,Apple Valley town,70561,23987,48337,70683.8675,15152.98115,5310707.098,1312.304303,0.009217872,2611,2050,348,2263,27.02451168
5338,Polygon,21195,6,71,12101,2,60710121012,Block Group 2,G5030,S,57482107,0,34.5889287,-117.2401546,15000US060710121012,21008.59119,271,602364,Apple Valley town,70561,23987,48337,70683.8675,36620.0291,52147192.82,12885.85198,0.61336107,4031,2331,1036,2995,17.50458943
1626,Polygon,6941,6,11,100,3,60110001003,Block Group 3,G5030,S,1529478,0,39.0177306,-122.0621894,15000US060110001003,626.969367,515,602420,Arbuckle CDP,3009,798,47639,1867.563471,7684.178222,2537255.011,626.969367,1,2494,366,2128,366,1.206495589
4523,Polygon,17264,6,11,100,4,60110001004,Block Group 4,G5030,S,207511900,11690,38.9848945,-122.14054,15000US060110001004,85007.55189,515,602420,Arbuckle CDP,3009,798,47639,1867.563471,14941.31836,4428433.754,1094.289812,0.012872854,1338,526,744,594,2.248878924
5426,Polygon,21715,6,11,100,2,60110001002,Block Group 2,G5030,S,138773788,291726,38.9731995,-122.0077582,15000US060110001002,56953.11408,515,602420,Arbuckle CDP,3009,798,47639,1867.563471,5177.613082,592072.4626,146.304292,0.002568855,713,494,192,521,4.220196353
1024,Polygon,4582,6,23,1101,4,60230011014,Block Group 4,G5030,S,704147,0,40.8821527,-124.086184,15000US060230011014,304.689513,174,602476,Arcata city,17679,6891,30244,12307.78021,5552.125258,1233034.711,304.689513,1,1557,1045,401,1156,11.35452794
1025,Polygon,4583,6,23,1300,1,60230013001,Block Group 1,G5030,S,40876540,41744046,40.8522054,-124.1597819,15000US060230013001,35717.4635,174,602476,Arcata city,17679,6891,30244,12307.78021,15382.9894,9995987.807,2470.06238,0.069155593,1285,1046,59,1226,13.75797665
2222,Polygon,8606,6,23,1101,1,60230011011,Block Group 1,G5030,S,2887782,0,40.8995426,-124.0935262,15000US060230011011,1250.219883,174,602476,Arcata city,17679,6891,30244,12307.78021,7227.873664,2208028.945,545.615835,0.4364159,1450,1215,108,1342,12.19241379
2223,Polygon,8607,6,23,1101,2,60230011012,Block Group 2,G5030,S,3746458,0,40.8890295,-124.1016954,15000US060230011012,1621.458883,174,602476,Arcata city,17679,6891,30244,12307.78021,6008.792805,1447641.693,357.720053,0.220616173,1822,1271,206,1616,9.703073546
2224,Polygon,8608,6,23,1101,3,60230011013,Block Group 3,G5030,S,2245035,48911,40.8749108,-124.1000356,15000US060230011013,992.385962,174,602476,Arcata city,17679,6891,30244,12307.78021,11169.81227,2546369.614,629.221635,0.634049311,1798,1287,394,1404,9.832591769
4720,Polygon,18323,6,23,10502,1,60230105021,Block Group 1,G5030,S,24284359,120618,40.9331482,-124.0533616,15000US060230105021,10577.53939,174,602476,Arcata city,17679,6891,30244,12307.78021,1179.482552,61210.77623,15.125512,0.001429965,2469,2348,73,2396,7.160388821
