OBJECTID,Shape,FID_ACS_2016_5YR_BG_06_CALIFORNI3,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,BG_area_acres,FID_DAC_Place_2010_2014,Place ID Number,DACP_name,DACP_population,DACP_households,DACP_MHI,DACP_area_a,Shape_Length,Shape_Area,BG_DACP_int_a_,Area_weight
2226,Polygon,8610,6,23,10901,2,60230109012,Block Group 2,G5030,S,574518,0,40.5914524,-124.1465304,15000US060230109012,246.452276,170,625296,Fortuna city,11863,4178,42450,5382.283388,5443.263068,997356.9766,246.452276,1
2227,Polygon,8611,6,23,10901,3,60230109013,Block Group 3,G5030,S,1709274,0,40.5852652,-124.1411138,15000US060230109013,733.097985,170,625296,Fortuna city,11863,4178,42450,5382.283388,8706.916459,2966742.288,733.097985,1
5418,Polygon,21687,6,23,11000,3,60230110003,Block Group 3,G5030,S,4272457,0,40.5557211,-124.1305248,15000US060230110003,1830.825108,170,625296,Fortuna city,11863,4178,42450,5382.283388,3611.667184,665429.1739,164.43113,0.089812582
5449,Polygon,21769,6,23,10800,4,60230108004,Block Group 4,G5030,S,906289,0,40.5954061,-124.1550391,15000US060230108004,388.818846,170,625296,Fortuna city,11863,4178,42450,5382.283388,6774.528767,1568933.356,387.691875,0.997101553
5450,Polygon,21770,6,23,11000,1,60230110001,Block Group 1,G5030,S,1912345,0,40.5755611,-124.1384832,15000US060230110001,819.956695,170,625296,Fortuna city,11863,4178,42450,5382.283388,7861.186866,3318247.019,819.956695,1
5451,Polygon,21771,6,23,11000,2,60230110002,Block Group 2,G5030,S,1028696,0,40.5667808,-124.1399317,15000US060230110002,440.958809,170,625296,Fortuna city,11863,4178,42450,5382.283388,6690.65436,1784496.987,440.958809,1
5472,Polygon,22135,6,23,10800,2,60230108002,Block Group 2,G5030,S,35006600,538140,40.6219926,-124.1651598,15000US060230108002,15262.02346,170,625296,Fortuna city,11863,4178,42450,5382.283388,16760.00433,2255440.555,557.331499,0.036517537
3881,Polygon,15051,6,19,1600,1,60190016001,Block Group 1,G5030,S,44329186,0,36.6464443,-119.6468543,15000US060190016001,17049.23673,469,625436,Fowler city,5908,1696,47731,2530.954463,9923.965664,1791882.52,442.783814,0.025970888
3882,Polygon,15052,6,19,1600,2,60190016002,Block Group 2,G5030,S,453939,0,36.6324975,-119.6787468,15000US060190016002,174.524132,469,625436,Fowler city,5908,1696,47731,2530.954463,4147.307896,706274.1038,174.524132,1
3883,Polygon,15053,6,19,1700,1,60190017001,Block Group 1,G5030,S,20354024,44038,36.6452907,-119.7412779,15000US060190017001,7845.479871,469,625436,Fowler city,5908,1696,47731,2530.954463,2568.720404,109540.0297,27.067931,0.003450131
3884,Polygon,15054,6,19,1700,3,60190017003,Block Group 3,G5030,S,29567544,0,36.6191434,-119.7210895,15000US060190017003,11363.85406,469,625436,Fowler city,5908,1696,47731,2530.954463,15986.4309,4754938.064,1174.970784,0.103395448
4044,Polygon,15386,6,19,1600,3,60190016003,Block Group 3,G5030,S,6432707,0,36.6225669,-119.6587081,15000US060190016003,2472.53368,469,625436,Fowler city,5908,1696,47731,2530.954463,15672.30422,2436212.274,602.001163,0.243475415
4412,Polygon,16806,6,19,7003,1,60190070031,Block Group 1,G5030,S,5602892,0,36.5977614,-119.6289954,15000US060190070031,2152.204858,469,625436,Fowler city,5908,1696,47731,2530.954463,1864.913233,158362.3825,39.132197,0.018182376
4894,Polygon,19094,6,19,7300,2,60190073002,Block Group 2,G5030,S,23087466,0,36.5767869,-119.6677386,15000US060190073002,8863.675337,469,625436,Fowler city,5908,1696,47731,2530.954463,2453.131585,285199.948,70.474442,0.007950928
1091,Polygon,4757,6,47,902,2,60470009022,Block Group 2,G5030,S,751383,0,37.3231314,-120.5255588,15000US060470009022,294.127769,824,625488,Franklin CDP,6840,1964,34671,2038.457034,5490.994143,1190291.295,294.127384,0.999998691
1093,Polygon,4760,6,47,1002,1,60470010021,Block Group 1,G5030,S,15302092,13591,37.3416717,-120.4968858,15000US060470010021,5998.255736,824,625488,Franklin CDP,6840,1964,34671,2038.457034,2799.779777,433941.5324,107.229288,0.017876745
1113,Polygon,4784,6,47,1005,1,60470010051,Block Group 1,G5030,S,2831600,0,37.3162986,-120.5116506,15000US060470010051,1108.227022,824,625488,Franklin CDP,6840,1964,34671,2038.457034,5321.552498,1264558.002,312.479087,0.281963064
2406,Polygon,9387,6,67,9635,3,60670096353,Block Group 3,G5030,S,5675474,105901,38.3880766,-121.4631786,15000US060670096353,2328.924105,825,625506,Franklin CDP,33,33,24531,2195.917195,7517.72047,857591.5567,211.915489,0.09099287
2438,Polygon,9551,6,47,902,3,60470009023,Block Group 3,G5030,S,12308408,68353,37.318122,-120.552932,15000US060470009023,4843.776034,824,625488,Franklin CDP,6840,1964,34671,2038.457034,4618.169082,1149935.57,284.155268,0.058663998
2742,Polygon,10862,6,47,902,4,60470009024,Block Group 4,G5030,S,1523923,0,37.330691,-120.5351161,15000US060470009024,596.653906,824,625488,Franklin CDP,6840,1964,34671,2038.457034,6570.904543,2414572.691,596.653906,1
4969,Polygon,19495,6,47,902,1,60470009021,Block Group 1,G5030,S,7204225,0,37.3373337,-120.5580803,15000US060470009021,2821.144251,824,625488,Franklin CDP,6840,1964,34671,2038.457034,8830.208643,1796043.852,443.812101,0.157316345
5015,Polygon,19659,6,67,9638,2,60670096382,Block Group 2,G5030,S,30107001,0,38.3505355,-121.4442171,15000US060670096382,12115.45065,825,625506,Franklin CDP,33,33,24531,2195.917195,11958.50978,8028970.048,1984.001707,0.163757978
3097,Polygon,12406,6,29,3306,1,60290033061,Block Group 1,G5030,S,986875167,356180,34.9466044,-119.1491357,15000US060290033061,363932.6117,826,625534,Frazier Park CDP,2730,958,43077,4820.746078,2557.053255,103816.4321,25.653599,7.049E-05
4590,Polygon,17582,6,29,3305,3,60290033053,Block Group 3,G5030,S,1784152,0,34.8255593,-118.9519637,15000US060290033053,655.781419,826,625534,Frazier Park CDP,2730,958,43077,4820.746078,11298.46502,2653108.874,655.59748,0.999719512
4998,Polygon,19573,6,29,3305,1,60290033051,Block Group 1,G5030,S,34060614,5006,34.8027862,-118.9619083,15000US060290033051,12516.2621,826,625534,Frazier Park CDP,2730,958,43077,4820.746078,16402.32048,12904247.16,3188.708917,0.254765272
5006,Polygon,19599,6,29,3305,2,60290033052,Block Group 2,G5030,S,2586448,712,34.8187685,-118.9291182,15000US060290033052,950.786082,826,625534,Frazier Park CDP,2730,958,43077,4820.746078,14518.60808,3847694.761,950.786082,1
43,Polygon,94,6,67,9900,4,60670099004,Block Group 4,G5030,S,81820860,5320566,38.3317437,-121.4915423,15000US060670099004,35057.45656,828,625590,Freeport CDP,68,30,46250,46.4427,3768.969025,158133.645,39.075675,0.001114618
1494,Polygon,6525,6,67,4012,1,60670040121,Block Group 1,G5030,S,1171390,511274,38.4760029,-121.5272158,15000US060670040121,679.46482,828,625590,Freeport CDP,68,30,46250,46.4427,965.619423,29813.29238,7.367025,0.010842394
2858,Polygon,11440,6,77,3803,3,60770038033,Block Group 3,G5030,S,22705617,24489,37.8951313,-121.2388124,15000US060770038033,9032.067312,829,626028,French Camp CDP,4155,540,35833,3234.026369,8931.914471,2851666.873,704.66223,0.078017823
4929,Polygon,19261,6,77,3803,1,60770038031,Block Group 1,G5030,S,5287172,38928,37.8869043,-121.2755047,15000US060770038031,2116.510339,829,626028,French Camp CDP,4155,540,35833,3234.026369,14912.12352,5180453.534,1280.117947,0.604824802
4932,Polygon,19264,6,77,3803,2,60770038032,Block Group 2,G5030,S,16054142,0,37.881491,-121.3047563,15000US060770038032,6378.603274,829,626028,French Camp CDP,4155,540,35833,3234.026369,9093.381196,5055519.975,1249.246192,0.195849489
2554,Polygon,9964,6,89,12400,1,60890124001,Block Group 1,G5030,S,655643430,22912638,40.7141224,-122.5659796,15000US060890124001,292096.7711,830,626056,French Gulch CDP,441,185,28750,13793.45836,45405.63134,55820145.57,13793.45836,0.047222221
31,Polygon,52,6,19,1303,1,60190013031,Block Group 1,G5030,S,279848,0,36.7254823,-119.7613953,15000US060190013031,107.850366,390,627000,Fresno city,506132,160172,41455,113467.4597,2755.089266,436454.945,107.850366,1
32,Polygon,53,6,19,2000,4,60190020004,Block Group 4,G5030,S,954721,0,36.7519363,-119.8399017,15000US060190020004,368.190777,390,627000,Fresno city,506132,160172,41455,113467.4597,1481.751123,115005.1863,28.4184,0.0771839
33,Polygon,54,6,19,4802,2,60190048022,Block Group 2,G5030,S,320967,0,36.7811453,-119.8220322,15000US060190048022,123.875936,390,627000,Fresno city,506132,160172,41455,113467.4597,3000.996222,501308.1256,123.875936,1
34,Polygon,55,6,19,5403,2,60190054032,Block Group 2,G5030,S,232190,0,36.8140601,-119.7689373,15000US060190054032,89.688657,390,627000,Fresno city,506132,160172,41455,113467.4597,2507.79664,362957.1187,89.688657,1
35,Polygon,57,6,19,200,2,60190002002,Block Group 2,G5030,S,312973,0,36.7300813,-119.8060188,15000US060190002002,120.629705,390,627000,Fresno city,506132,160172,41455,113467.4597,3713.67982,488171.0979,120.629705,1
39,Polygon,71,6,19,200,3,60190002003,Block Group 3,G5030,S,404369,0,36.7341075,-119.8101664,15000US060190002003,155.874116,390,627000,Fresno city,506132,160172,41455,113467.4597,3880.800271,630800.1683,155.874116,1
40,Polygon,72,6,19,7600,1,60190076001,Block Group 1,G5030,S,68455200,0,36.6459501,-119.9078638,15000US060190076001,26327.89903,390,627000,Fresno city,506132,160172,41455,113467.4597,6194.001225,1827328.574,451.542724,0.017150731
93,Polygon,275,6,19,1407,1,60190014071,Block Group 1,G5030,S,644014,0,36.7340896,-119.7273718,15000US060190014071,248.250348,390,627000,Fresno city,506132,160172,41455,113467.4597,5002.486844,1004633.515,248.250348,1
94,Polygon,281,6,19,2601,1,60190026011,Block Group 1,G5030,S,352283,0,36.7468186,-119.7700434,15000US060190026011,135.84138,390,627000,Fresno city,506132,160172,41455,113467.4597,3102.066325,549730.561,135.84138,1
95,Polygon,282,6,19,3600,5,60190036005,Block Group 5,G5030,S,323562,0,36.7775699,-119.8131064,15000US060190036005,124.864753,390,627000,Fresno city,506132,160172,41455,113467.4597,3006.530581,505309.7258,124.864753,1
96,Polygon,285,6,19,4504,2,60190045042,Block Group 2,G5030,S,531794,0,36.8260018,-119.7943595,15000US060190045042,205.481356,390,627000,Fresno city,506132,160172,41455,113467.4597,4599.851059,369107.3015,91.208401,0.443876772
101,Polygon,292,6,19,600,3,60190006003,Block Group 3,G5030,S,335078,0,36.7470396,-119.7943739,15000US060190006003,129.206463,390,627000,Fresno city,506132,160172,41455,113467.4597,3110.405616,522880.0059,129.206463,1
102,Polygon,293,6,19,300,2,60190003002,Block Group 2,G5030,S,933822,0,36.7282777,-119.7955428,15000US060190003002,359.911114,390,627000,Fresno city,506132,160172,41455,113467.4597,4865.024671,1456508.604,359.911114,1
103,Polygon,299,6,19,1201,1,60190012011,Block Group 1,G5030,S,2871526,0,36.7167257,-119.7624865,15000US060190012011,1106.406612,390,627000,Fresno city,506132,160172,41455,113467.4597,15896.14975,2818326.991,696.423766,0.629446497
105,Polygon,300,6,19,1201,2,60190012012,Block Group 2,G5030,S,719126,0,36.7100169,-119.757307,15000US060190012012,277.033778,390,627000,Fresno city,506132,160172,41455,113467.4597,4397.387249,452539.2628,111.824887,0.403650731
107,Polygon,301,6,19,1201,4,60190012014,Block Group 4,G5030,S,1727080,0,36.7012098,-119.7524873,15000US060190012014,665.183998,390,627000,Fresno city,506132,160172,41455,113467.4597,9940.957449,1747242.112,431.752929,0.649072934
109,Polygon,302,6,19,1202,2,60190012022,Block Group 2,G5030,S,2750947,0,36.6991153,-119.7410247,15000US060190012022,1059.465834,390,627000,Fresno city,506132,160172,41455,113467.4597,7059.221604,1446325.077,357.39471,0.337334814
110,Polygon,303,6,19,1301,1,60190013011,Block Group 1,G5030,S,405215,0,36.732244,-119.7608027,15000US060190013011,156.193538,390,627000,Fresno city,506132,160172,41455,113467.4597,3267.900008,632092.824,156.193538,1
138,Polygon,479,6,19,1414,3,60190014143,Block Group 3,G5030,S,3879285,0,36.7111931,-119.6909908,15000US060190014143,1494.484773,390,627000,Fresno city,506132,160172,41455,113467.4597,8110.132643,3779349.696,933.897648,0.624896061
139,Polygon,480,6,19,3804,1,60190038041,Block Group 1,G5030,S,1297432,0,36.7827212,-119.8713266,15000US060190038041,500.756268,390,627000,Fresno city,506132,160172,41455,113467.4597,3978.208409,746782.0002,184.533851,0.368510317
140,Polygon,482,6,19,5410,1,60190054101,Block Group 1,G5030,S,485620,0,36.8115506,-119.7760599,15000US060190054101,187.569905,390,627000,Fresno city,506132,160172,41455,113467.4597,4027.016128,759068.4754,187.569905,1
143,Polygon,485,6,19,4301,1,60190043011,Block Group 1,G5030,S,3142129,184344,36.8537181,-119.8404318,15000US060190043011,1286.13744,390,627000,Fresno city,506132,160172,41455,113467.4597,15996.33522,3574287.672,883.225719,0.686727321
144,Polygon,486,6,19,4504,3,60190045043,Block Group 3,G5030,S,254176,0,36.830356,-119.7965033,15000US060190045043,98.222439,390,627000,Fresno city,506132,160172,41455,113467.4597,2966.743398,270210.7344,66.770527,0.679788933
145,Polygon,491,6,19,300,3,60190003003,Block Group 3,G5030,S,350873,0,36.7248357,-119.8022733,15000US060190003003,135.221064,390,627000,Fresno city,506132,160172,41455,113467.4597,3455.667096,547220.2329,135.221064,1
146,Polygon,492,6,19,300,1,60190003001,Block Group 1,G5030,S,602871,0,36.7245956,-119.8088202,15000US060190003001,232.334022,390,627000,Fresno city,506132,160172,41455,113467.4597,4605.634276,940222.4273,232.334022,1
147,Polygon,493,6,19,400,1,60190004001,Block Group 1,G5030,S,403815,0,36.7322664,-119.7664522,15000US060190004001,155.654011,390,627000,Fresno city,506132,160172,41455,113467.4597,3258.312072,629909.4338,155.654011,1
148,Polygon,494,6,19,1301,3,60190013013,Block Group 3,G5030,S,734583,0,36.7322618,-119.7460813,15000US060190013013,283.150136,390,627000,Fresno city,506132,160172,41455,113467.4597,4288.961685,1145867.946,283.150136,1
149,Polygon,495,6,19,1301,4,60190013014,Block Group 4,G5030,S,331338,0,36.7322955,-119.7386756,15000US060190013014,127.716969,390,627000,Fresno city,506132,160172,41455,113467.4597,3041.602952,516852.2345,127.716969,1
150,Polygon,496,6,19,1304,2,60190013042,Block Group 2,G5030,S,655989,0,36.7250196,-119.7410011,15000US060190013042,252.808557,390,627000,Fresno city,506132,160172,41455,113467.4597,4047.026481,1023079.932,252.808557,1
151,Polygon,497,6,19,1411,2,60190014112,Block Group 2,G5030,S,374235,0,36.7487716,-119.6880894,15000US060190014112,144.313697,390,627000,Fresno city,506132,160172,41455,113467.4597,4229.193507,584016.6036,144.313646,0.999999647
411,Polygon,1867,6,19,3400,3,60190034003,Block Group 3,G5030,S,418645,0,36.7697458,-119.783463,15000US060190034003,161.525367,390,627000,Fresno city,506132,160172,41455,113467.4597,5814.282872,653669.968,161.525367,1
445,Polygon,2004,6,19,3600,3,60190036003,Block Group 3,G5030,S,320775,0,36.7684815,-119.8131036,15000US060190036003,123.760734,390,627000,Fresno city,506132,160172,41455,113467.4597,3011.935468,500841.9201,123.760734,1
446,Polygon,2005,6,19,3701,2,60190037012,Block Group 2,G5030,S,503542,0,36.7692067,-119.8220591,15000US060190037012,194.278709,390,627000,Fresno city,506132,160172,41455,113467.4597,3633.146574,786218.0415,194.278709,1
447,Polygon,2006,6,19,4213,1,60190042131,Block Group 1,G5030,S,349277,0,36.8204851,-119.8564791,15000US060190042131,134.939325,390,627000,Fresno city,506132,160172,41455,113467.4597,3834.235362,546080.0723,134.939325,1
448,Polygon,2007,6,19,4212,2,60190042122,Block Group 2,G5030,S,882948,0,36.8121155,-119.8679156,15000US060190042122,341.041868,390,627000,Fresno city,506132,160172,41455,113467.4597,5094.187062,1380147.474,341.041868,1
449,Polygon,2008,6,19,4406,2,60190044062,Block Group 2,G5030,S,627242,0,36.8482927,-119.770163,15000US060190044062,242.5026,390,627000,Fresno city,506132,160172,41455,113467.4597,3980.327233,981373.2029,242.5026,1
450,Polygon,2009,6,19,4504,1,60190045041,Block Group 1,G5030,S,1288067,0,36.8301843,-119.7857859,15000US060190045041,497.754558,390,627000,Fresno city,506132,160172,41455,113467.4597,6018.131353,2014341.231,497.754558,1
451,Polygon,2010,6,19,4505,2,60190045052,Block Group 2,G5030,S,1292834,0,36.8157375,-119.7858607,15000US060190045052,499.409399,390,627000,Fresno city,506132,160172,41455,113467.4597,6026.393318,2021038.132,499.409399,1
805,Polygon,3867,6,19,1412,1,60190014121,Block Group 1,G5030,S,4800256,0,36.7435858,-119.6639753,15000US060190014121,1850.834169,390,627000,Fresno city,506132,160172,41455,113467.4597,8043.272348,2981029.133,736.628341,0.397998023
806,Polygon,3868,6,19,2906,1,60190029061,Block Group 1,G5030,S,381899,0,36.7596298,-119.7230382,15000US060190029061,147.310279,390,627000,Fresno city,506132,160172,41455,113467.4597,3290.883818,596143.5469,147.310279,1
807,Polygon,3869,6,19,4801,4,60190048014,Block Group 4,G5030,S,295521,0,36.7887108,-119.8143273,15000US060190048014,114.077393,390,627000,Fresno city,506132,160172,41455,113467.4597,3177.839899,461654.8288,114.077393,1
808,Polygon,3870,6,19,4801,3,60190048013,Block Group 3,G5030,S,317444,0,36.7848187,-119.8131058,15000US060190048013,122.527635,390,627000,Fresno city,506132,160172,41455,113467.4597,2958.603451,495851.745,122.527635,1
809,Polygon,3871,6,19,4902,2,60190049022,Block Group 2,G5030,S,657406,0,36.7883664,-119.8051079,15000US060190049022,253.769242,390,627000,Fresno city,506132,160172,41455,113467.4597,2859.975236,244922.5168,60.521672,0.238490967
810,Polygon,3872,6,19,3702,3,60190037023,Block Group 3,G5030,S,246123,0,36.7734063,-119.8221166,15000US060190037023,94.971156,390,627000,Fresno city,506132,160172,41455,113467.4597,2767.956624,384334.6331,94.971156,1
899,Polygon,4219,6,19,2903,2,60190029032,Block Group 2,G5030,S,655010,0,36.7395237,-119.7228484,15000US060190029032,252.525756,390,627000,Fresno city,506132,160172,41455,113467.4597,4003.607658,536554.1327,132.585414,0.525037193
900,Polygon,4220,6,19,4212,4,60190042124,Block Group 4,G5030,S,800147,0,36.8105468,-119.8528377,15000US060190042124,309.047021,390,627000,Fresno city,506132,160172,41455,113467.4597,6140.694589,1250668.92,309.047021,1
901,Polygon,4221,6,19,5403,3,60190054033,Block Group 3,G5030,S,401863,0,36.8140344,-119.7597804,15000US060190054033,155.228663,390,627000,Fresno city,506132,160172,41455,113467.4597,3508.204069,628188.113,155.228663,1
902,Polygon,4227,6,19,5403,1,60190054031,Block Group 1,G5030,S,662947,0,36.8104334,-119.7632647,15000US060190054031,256.054676,390,627000,Fresno city,506132,160172,41455,113467.4597,5152.606898,1036216.51,256.054676,1
904,Polygon,4241,6,19,200,1,60190002001,Block Group 1,G5030,S,1270803,0,36.7372668,-119.803897,15000US060190002001,489.901649,390,627000,Fresno city,506132,160172,41455,113467.4597,6381.918291,1982561.635,489.901649,1
905,Polygon,4242,6,19,1303,2,60190013032,Block Group 2,G5030,S,363578,0,36.7246409,-119.7574186,15000US060190013032,140.115604,390,627000,Fresno city,506132,160172,41455,113467.4597,4009.209004,567027.7305,140.115604,1
906,Polygon,4243,6,19,1301,2,60190013012,Block Group 2,G5030,S,243838,0,36.7322487,-119.7562844,15000US060190013012,93.988585,390,627000,Fresno city,506132,160172,41455,113467.4597,2772.904711,380358.3095,93.988585,1
907,Polygon,4244,6,19,1301,5,60190013015,Block Group 5,G5030,S,244417,0,36.7322339,-119.7528883,15000US060190013015,94.212131,390,627000,Fresno city,506132,160172,41455,113467.4597,2768.773051,381262.966,94.212131,1
908,Polygon,4245,6,19,1304,3,60190013043,Block Group 3,G5030,S,244054,0,36.7250012,-119.7529428,15000US060190013043,94.054729,390,627000,Fresno city,506132,160172,41455,113467.4597,2766.596473,380625.9854,94.054729,1
909,Polygon,4246,6,19,502,1,60190005021,Block Group 1,G5030,S,446523,0,36.7403251,-119.7810211,15000US060190005021,172.151227,390,627000,Fresno city,506132,160172,41455,113467.4597,3836.33037,696671.3002,172.151227,1
910,Polygon,4247,6,19,600,4,60190006004,Block Group 4,G5030,S,1286122,0,36.7397996,-119.7874426,15000US060190006004,495.840978,390,627000,Fresno city,506132,160172,41455,113467.4597,9142.035629,2006597.245,495.840978,1
911,Polygon,4248,6,19,5408,1,60190054081,Block Group 1,G5030,S,4957619,0,36.8188106,-119.74232,15000US060190054081,1915.232593,390,627000,Fresno city,506132,160172,41455,113467.4597,11443.18567,7750671.32,1915.232593,1
912,Polygon,4249,6,19,1411,3,60190014113,Block Group 3,G5030,S,829397,0,36.7403563,-119.6875333,15000US060190014113,319.764139,390,627000,Fresno city,506132,160172,41455,113467.4597,4609.585874,1294039.559,319.764139,1
914,Polygon,4261,6,19,2903,3,60190029033,Block Group 3,G5030,S,366083,0,36.738865,-119.7302449,15000US060190029033,141.133532,390,627000,Fresno city,506132,160172,41455,113467.4597,3528.090675,571147.1407,141.133532,1
915,Polygon,4262,6,19,2903,1,60190029031,Block Group 1,G5030,S,277297,0,36.7404582,-119.7339675,15000US060190029031,106.909191,390,627000,Fresno city,506132,160172,41455,113467.4597,3597.527182,432646.1446,106.909191,1
916,Polygon,4263,6,19,3003,1,60190030031,Block Group 1,G5030,S,651253,0,36.7395076,-119.7137863,15000US060190030031,251.077177,390,627000,Fresno city,506132,160172,41455,113467.4597,6284.327539,555824.6038,137.347251,0.547032003
917,Polygon,4264,6,19,3807,3,60190038073,Block Group 3,G5030,S,1940720,0,36.7518737,-119.8531711,15000US060190038073,748.443705,390,627000,Fresno city,506132,160172,41455,113467.4597,2871.384873,344176.185,85.047787,0.113632844
918,Polygon,4265,6,19,2701,2,60190027012,Block Group 2,G5030,S,162856,0,36.7468205,-119.7442898,15000US060190027012,62.797209,390,627000,Fresno city,506132,160172,41455,113467.4597,2524.709752,254131.2905,62.797209,1
919,Polygon,4266,6,19,2701,4,60190027014,Block Group 4,G5030,S,325398,0,36.7468214,-119.7476754,15000US060190027014,125.474595,390,627000,Fresno city,506132,160172,41455,113467.4597,3032.407798,507777.6707,125.474595,1
920,Polygon,4267,6,19,2906,2,60190029062,Block Group 2,G5030,S,508416,0,36.7636691,-119.7260767,15000US060190029062,196.131479,390,627000,Fresno city,506132,160172,41455,113467.4597,5080.587792,793715.9373,196.131479,1
921,Polygon,4268,6,19,2905,2,60190029052,Block Group 2,G5030,S,439362,0,36.7541131,-119.7217125,15000US060190029052,169.451382,390,627000,Fresno city,506132,160172,41455,113467.4597,3410.221055,583023.1702,144.068163,0.850203529
1019,Polygon,4544,6,19,2906,3,60190029063,Block Group 3,G5030,S,482724,0,36.7602206,-119.7318994,15000US060190029063,186.204271,390,627000,Fresno city,506132,160172,41455,113467.4597,3648.315142,753541.9487,186.204271,1
1193,Polygon,4932,6,19,2100,4,60190021004,Block Group 4,G5030,S,382103,0,36.7620004,-119.8230557,15000US060190021004,147.39747,390,627000,Fresno city,506132,160172,41455,113467.4597,3525.876905,596496.3966,147.39747,1
1396,Polygon,6237,6,39,1000,3,60390010003,Block Group 3,G5030,S,120119371,256296,36.8548557,-119.9784902,15000US060390010003,46546.54713,390,627000,Fresno city,506132,160172,41455,113467.4597,3.013052,0.264379,0.000065,1.39645E-09
1971,Polygon,7907,6,19,4214,2,60190042142,Block Group 2,G5030,S,578855,0,36.8333341,-119.8493272,15000US060190042142,223.707835,390,627000,Fresno city,506132,160172,41455,113467.4597,3854.272192,905313.4887,223.707835,1
2071,Polygon,8198,6,19,3804,2,60190038042,Block Group 2,G5030,S,648971,0,36.7754411,-119.8757847,15000US060190038042,250.42987,390,627000,Fresno city,506132,160172,41455,113467.4597,3841.917819,784673.9019,193.897144,0.774257256
2072,Polygon,8199,6,19,3804,3,60190038043,Block Group 3,G5030,S,646247,0,36.7754746,-119.8667764,15000US060190038043,249.378693,390,627000,Fresno city,506132,160172,41455,113467.4597,4051.502561,951753.5688,235.183429,0.943077479
2073,Polygon,8200,6,19,5516,1,60190055161,Block Group 1,G5030,S,800609,0,36.8715914,-119.7725887,15000US060190055161,309.715769,390,627000,Fresno city,506132,160172,41455,113467.4597,5213.790881,1253375.249,309.715769,1
2074,Polygon,8201,6,19,5517,2,60190055172,Block Group 2,G5030,S,1461261,0,36.8810643,-119.7626642,15000US060190055172,565.427936,390,627000,Fresno city,506132,160172,41455,113467.4597,8194.819398,1785316.395,441.161289,0.780225491
2083,Polygon,8212,6,19,5516,3,60190055163,Block Group 3,G5030,S,651387,0,36.8682843,-119.7657685,15000US060190055163,251.967028,390,627000,Fresno city,506132,160172,41455,113467.4597,7572.880204,1019674.385,251.967028,1
2084,Polygon,8213,6,19,3810,1,60190038101,Block Group 1,G5030,S,771005,0,36.7975833,-119.8858668,15000US060190038101,297.691661,390,627000,Fresno city,506132,160172,41455,113467.4597,5029.462865,1204715.412,297.691661,1
2085,Polygon,8214,6,19,3810,2,60190038102,Block Group 2,G5030,S,1842790,0,36.7919428,-119.8908759,15000US060190038102,711.412097,390,627000,Fresno city,506132,160172,41455,113467.4597,8738.575071,2077332.573,513.320058,0.721550927
2086,Polygon,8215,6,19,4214,4,60190042144,Block Group 4,G5030,S,635821,0,36.8262745,-119.858018,15000US060190042144,245.679124,390,627000,Fresno city,506132,160172,41455,113467.4597,4083.333008,994228.1421,245.679124,1
2087,Polygon,8216,6,19,4601,1,60190046011,Block Group 1,G5030,S,1176829,0,36.8023192,-119.8272797,15000US060190046011,454.441825,390,627000,Fresno city,506132,160172,41455,113467.4597,8155.051928,1837249.501,453.994239,0.999015086
2088,Polygon,8217,6,19,4902,1,60190049021,Block Group 1,G5030,S,343214,0,36.7915563,-119.8119338,15000US060190049021,132.497298,390,627000,Fresno city,506132,160172,41455,113467.4597,1097.989867,42972.81769,10.618815,0.080143634
2089,Polygon,8218,6,19,4701,4,60190047014,Block Group 4,G5030,S,345211,0,36.8050246,-119.8399409,15000US060190047014,133.315002,390,627000,Fresno city,506132,160172,41455,113467.4597,3700.213901,539506.6723,133.315002,1
2090,Polygon,8219,6,19,4701,3,60190047013,Block Group 3,G5030,S,475191,0,36.8004432,-119.8398021,15000US060190047013,183.489221,390,627000,Fresno city,506132,160172,41455,113467.4597,3879.631462,742554.5322,183.489221,1
2102,Polygon,8238,6,19,4409,1,60190044091,Block Group 1,G5030,S,2083585,17770,36.8460793,-119.8092148,15000US060190044091,812.343535,390,627000,Fresno city,506132,160172,41455,113467.4597,10343.79791,3175174.003,784.602583,0.965850714
2103,Polygon,8239,6,19,4409,3,60190044093,Block Group 3,G5030,S,335340,0,36.8389406,-119.817191,15000US060190044093,129.617201,390,627000,Fresno city,506132,160172,41455,113467.4597,3331.514897,524542.2043,129.617201,1
2104,Polygon,8240,6,19,4802,1,60190048021,Block Group 1,G5030,S,731217,0,36.7917513,-119.8222329,15000US060190048021,282.285578,390,627000,Fresno city,506132,160172,41455,113467.4597,5094.654198,1142369.206,282.285578,1
2105,Polygon,8241,6,19,5516,2,60190055162,Block Group 2,G5030,S,915739,0,36.8706635,-119.754393,15000US060190055162,354.245897,390,627000,Fresno city,506132,160172,41455,113467.4597,5224.732006,1433582.285,354.245897,1
2106,Polygon,8242,6,19,4408,1,60190044081,Block Group 1,G5030,S,690073,0,36.8553558,-119.793286,15000US060190044081,266.841756,390,627000,Fresno city,506132,160172,41455,113467.4597,4937.796089,1079870.273,266.841756,1
2107,Polygon,8243,6,19,5304,3,60190053043,Block Group 3,G5030,S,361703,0,36.8041513,-119.7345697,15000US060190053043,139.679666,390,627000,Fresno city,506132,160172,41455,113467.4597,3401.936381,562225.2046,138.928874,0.994624901
