OBJECTID,FID_ACS_2016_5YR_BG_06_CALIFORNI,BG_COUNTYFP,BG_TRACTCE,BG_BLKGRPCE,BG_GEOID,BG_NAMELSAD,BG_MTFCC,BG_FUNCSTAT,BG_ALAND,BG_AWATER,BG_INTPTLAT,BG_INTPTLON,BG_GEOID_Data,FID_DAC_Place_2010_2014,DACP_Place_IDNumber,DACP_Place_Name,DAC_Population,DAC_Households,DAC_Median_Household_Income,DACP_area_a_,Shape_Length,Shape_Area,DACP_BG_int_a_,Percent_intersection
5052,19772,71,8704,5,60710087045,Block Group 5,G5030,S,1086476,0,34.0090249,-117.0616842,15000US060710087045,202,609864,Calimesa city,8143,3351,42392,13856,17.529437,0.197866,0.000049,3.53637E-09
261,1119,73,3603,2,60730036032,Block Group 2,G5030,S,230776,0,32.6848546,-117.1063686,15000US060730036032,373,650398,National City city,59543,15523,39517,8257,2.297961,0.120733,0.00003,3.63328E-09
4146,15593,37,276100,1,60372761001,Block Group 1,G5030,S,348806,0,33.9722753,-118.3728413,15000US060372761001,7,636546,Inglewood city,111133,36309,42249,8480,23.150438,0.135574,0.000034,4.00943E-09
4687,18136,37,403312,1,60374033121,Block Group 1,G5030,S,2526225,7649,34.021716,-117.8233911,15000US060374033121,116,658072,Pomona city,151142,38894,48993,21467,59.03191,0.611047,0.000151,7.03405E-09
3191,12697,89,11500,4,60890115004,Block Group 4,G5030,S,14351274,411205,40.4953794,-122.2806825,15000US060890115004,318,602042,Anderson city,10066,3884,35225,7324,116.800688,0.438583,0.000108,1.4746E-08
3856,14978,37,242100,1,60372421001,Block Group 1,G5030,S,459615,0,33.9456299,-118.2323662,15000US060372421001,153,673080,South Gate city,95515,23386,43526,6855,81.995097,0.420974,0.000104,1.51714E-08
1047,4688,65,45233,2,60650452332,Block Group 2,G5030,S,1368749,0,33.7473574,-116.2781372,15000US060650452332,283,636448,Indio city,82539,25281,47922,28449,129.391886,1.949856,0.000482,1.69426E-08
771,3815,65,42300,4,60650423004,Block Group 4,G5030,S,1044808,0,34.0153305,-117.3389111,15000US060650423004,58,614890,Colton city,53129,14885,39915,14992,6.733349,1.204432,0.000298,1.98773E-08
5573,22553,107,4300,3,61070043003,Block Group 3,G5030,S,204270560,0,35.8441163,-119.1554843,15000US061070043003,310,618394,Delano city,52883,10549,36244,13985,6.935767,1.48996,0.000368,2.63139E-08
346,1494,37,502500,2,60375025002,Block Group 2,G5030,S,2981318,108070,33.9802797,-118.1096571,15000US060375025002,142,648816,Montebello city,63353,19674,47562,7819,44.171999,0.872089,0.000215,2.74971E-08
5434,21728,39,508,1,60390005081,Block Group 1,G5030,S,93148475,0,36.9659952,-119.9633844,15000US060390005081,1190,655751,Parksdale CDP,3114,689,30069,1818,7.272171,0.22778,0.000056,3.08031E-08
2354,9134,71,10300,1,60710103001,Block Group 1,G5030,S,15993630134,6548853,35.1951667,-115.835045,15000US060710103001,1400,678050,Tecopa CDP,115,60,12000,18207,14.87973,2.275383,0.000562,3.08672E-08
417,1879,9,501,1,60090005011,Block Group 1,G5030,S,25914943,49027,38.2313033,-120.3844535,15000US060090005011,526,603316,Avery CDP,674,299,31719,4671,10.953205,0.599128,0.000148,3.16849E-08
1797,7459,99,1604,3,60990016043,Block Group 3,G5030,S,302662,0,37.6172112,-121.0206868,15000US060990016043,1484,684578,West Modesto CDP,5534,1506,27297,2076,32.061446,0.289552,0.000072,3.46821E-08
1399,6242,39,202,3,60390002023,Block Group 3,G5030,S,92955660,0,37.0467763,-120.2438972,15000US060390002023,201,613294,Chowchilla city,18411,3873,36852,11228,11.682503,1.592019,0.000393,3.50018E-08
1966,7902,37,535400,3,60375354003,Block Group 3,G5030,S,131469,0,33.9496076,-118.2312842,15000US060375354003,153,673080,South Gate city,95515,23386,43526,6855,214.257001,1.100099,0.000272,3.96791E-08
2357,9136,71,7107,2,60710071072,Block Group 2,G5030,S,1443975,0,34.0349347,-117.3281651,15000US060710071072,894,633574,Highgrove CDP,4067,1130,41087,3005,4.327536,0.62879,0.000155,5.15807E-08
2809,11306,97,153706,3,60971537063,Block Group 3,G5030,S,13051615,248745,38.487453,-122.9334736,15000US060971537063,875,631470,Guerneville CDP,3775,2046,42712,10343,20.242195,2.216492,0.000548,5.29827E-08
708,3675,37,980013,1,60379800131,Block Group 1,G5030,S,5308530,0,33.9164971,-118.3871451,15000US060379800131,6,632548,Hawthorne city,85889,29145,44384,5676,367.943143,1.226502,0.000303,5.33827E-08
2331,9003,33,1200,1,60330012001,Block Group 1,G5030,S,125646677,703704,38.9463097,-122.4778385,15000US060330012001,391,613945,Clearlake city,15121,6861,25532,11215,259.316484,2.491254,0.000616,5.49264E-08
4459,17024,71,7302,3,60710073023,Block Group 3,G5030,S,20721116,0,34.0227119,-117.2230944,15000US060710073023,58,614890,Colton city,53129,14885,39915,14992,30.142613,3.349413,0.000828,5.52295E-08
3057,12280,107,3400,5,61070034005,Block Group 5,G5030,S,64686415,690300,36.0401309,-118.9201456,15000US061070034005,763,621012,East Porterville CDP,6585,1660,31900,2942,9.830285,0.674455,0.000167,5.67641E-08
2606,10259,37,481712,1,60374817121,Block Group 1,G5030,S,453547,0,34.0665096,-118.1100284,15000US060374817121,141,662896,Rosemead city,54457,14604,44524,4840,22.138106,1.153199,0.000285,5.88843E-08
4223,16075,67,7415,2,60670074152,Block Group 2,G5030,S,1010120,0,38.6762592,-121.3477356,15000US060670074152,1150,651924,North Highlands CDP,44899,15088,40986,9279,530.60888,4.262779,0.001053,1.13482E-07
4526,17268,37,291130,1,60372911301,Block Group 1,G5030,S,776768,0,33.9017642,-118.2855813,15000US060372911301,143,628168,Gardena city,59682,20658,47856,5462,432.093352,2.779769,0.000687,1.25778E-07
2048,8117,37,205120,2,60372051202,Block Group 2,G5030,S,1138565,0,34.0185221,-118.2134858,15000US060372051202,15,682422,Vernon city,59,20,38500,4814,14.656081,2.780695,0.000687,1.42709E-07
4119,15504,71,8500,5,60710085005,Block Group 5,G5030,S,8044454,0,34.0123487,-117.1000185,15000US060710085005,202,609864,Calimesa city,8143,3351,42392,13856,246.096676,8.221409,0.002032,1.46651E-07
77,240,67,7501,1,60670075011,Block Group 1,G5030,S,633812,0,38.675527,-121.3430445,15000US060670075011,1150,651924,North Highlands CDP,44899,15088,40986,9279,353.369591,6.063776,0.001498,1.6144E-07
280,1295,7,3001,3,60070030013,Block Group 3,G5030,S,264276,0,39.4975646,-121.5439124,15000US060070030013,156,654386,Oroville city,16015,5666,36581,14267,77.945949,9.73176,0.002405,1.68571E-07
5436,21730,39,104,4,60390001044,Block Group 4,G5030,S,21096689,0,37.336943,-119.6117648,15000US060390001044,1160,652764,Oakhurst CDP,2482,988,39709,6089,13.548017,4.77523,0.00118,1.93792E-07
1419,6307,107,1004,1,61070010041,Block Group 1,G5030,S,1642605,0,36.3567545,-119.2925192,15000US061070010041,1195,656120,Patterson Tract CDP,2041,570,37688,1431,113.506338,1.323973,0.000327,2.28512E-07
1927,7852,99,2802,1,60990028021,Block Group 1,G5030,S,1098582,36144,37.6340479,-120.7704247,15000US060990028021,891,633504,Hickman CDP,479,170,48000,1108,96.968031,1.263494,0.000312,2.81588E-07
3839,14857,57,401,1,60570004011,Block Group 1,G5030,S,10659070,0,39.2479449,-121.1629382,15000US060570004011,1282,663106,Rough and Ready CDP,1195,437,42268,3389,20.201112,4.015074,0.000992,2.92712E-07
2930,11667,109,4200,3,61090042003,Block Group 3,G5030,S,93569621,279986,37.7993391,-120.1997517,15000US061090042003,862,630900,Greeley Hill CDP,566,247,30766,21638,94.755069,26.267791,0.006491,2.99982E-07
2893,11601,77,3700,2,60770037002,Block Group 2,G5030,S,35438311,699,37.9357054,-121.1794471,15000US060770037002,839,628182,Garden Acres CDP,11172,2870,38940,2670,18.781202,3.284214,0.000812,3.0412E-07
2725,10834,47,202,1,60470002021,Block Group 1,G5030,S,24358161,253583,37.4123664,-120.7903626,15000US060470002021,720,618464,Delhi CDP,9918,2838,46224,3569,1172.215359,7.083883,0.00175,4.90333E-07
3518,14044,37,531302,1,60375313021,Block Group 1,G5030,S,124547,0,34.0176989,-118.1786674,15000US060375313021,428,614974,Commerce city,12975,3528,45846,6104,52.514763,13.052102,0.003225,5.28342E-07
3156,12625,99,2302,1,60990023021,Block Group 1,G5030,S,1140006,53775,37.6230117,-120.9829995,15000US060990023021,490,600535,Airport CDP,1547,472,21607,610,162.600597,1.330571,0.000329,5.39344E-07
2403,9275,1,433600,2,60014336002,Block Group 2,G5030,S,563737,0,37.6881042,-122.1389344,15000US060014336002,521,602980,Ashland CDP,23360,7610,45074,1882,37.400587,4.134185,0.001022,5.43039E-07
1946,7878,37,534203,2,60375342032,Block Group 2,G5030,S,606489,11524,33.9568671,-118.1568541,15000US060375342032,153,673080,South Gate city,95515,23386,43526,6855,65.517803,15.319976,0.003786,5.52298E-07
1886,7747,99,2301,4,60990023014,Block Group 4,G5030,S,870119,0,37.6128347,-120.9877713,15000US060990023014,606,609353,Bystrom CDP,3805,1160,25543,743,846.499737,2.621075,0.000648,8.7214E-07
3044,12266,107,2700,1,61070027001,Block Group 1,G5030,S,716561110,84019,36.1582875,-118.6040022,15000US061070027001,1364,673710,Springville CDP,502,303,35038,4128,111.686605,23.339989,0.005767,1.39704E-06
3373,13342,73,15200,4,60730152004,Block Group 4,G5030,S,977467,28065,32.7729122,-116.9907691,15000US060730152004,344,621712,El Cajon city,101582,32088,45957,13151,63.078579,76.070977,0.018798,1.4294E-06
3791,14726,109,4200,1,61090042001,Block Group 1,G5030,S,2036457015,34511531,37.9494993,-119.6407227,15000US061090042001,595,608716,Buck Meadows CDP,50,23,0,1790,43.553645,12.982456,0.003208,1.79218E-06
3737,14604,13,315000,2,60133150002,Block Group 2,G5030,S,10290637,0,38.0279836,-122.0011796,15000US060133150002,675,614232,Clyde CDP,680,279,41382,147,186.874351,2.022203,0.0005,3.40136E-06
3353,13276,73,15100,4,60730151004,Block Group 4,G5030,S,380686,0,32.7911318,-117.0000529,15000US060730151004,344,621712,El Cajon city,101582,32088,45957,13151,74.580981,183.840942,0.045428,3.45434E-06
1318,5846,13,320004,1,60133200041,Block Group 1,G5030,S,6296906,0,38.0031505,-122.075107,15000US060133200041,1180,654764,Pacheco CDP,4295,1649,48024,765,45.592191,11.338391,0.002802,3.66275E-06
5388,21519,107,302,1,61070003021,Block Group 1,G5030,S,91830897,0,36.4605919,-119.4269091,15000US061070003021,1105,648676,Monson CDP,191,48,41667,488,1063.167458,7.317327,0.001808,3.70492E-06
2419,9415,63,502,2,60630005022,Block Group 2,G5030,S,511382541,106986049,40.176321,-121.2226095,15000US060630005022,661,612930,Chester CDP,1978,829,40417,8117,65.13503,125.813631,0.031089,3.83011E-06
1887,7748,99,2302,2,60990023022,Block Group 2,G5030,S,786529,0,37.6156337,-120.979307,15000US060990023022,81,612524,Ceres city,46570,13110,46132,9526,88.759302,158.710486,0.039218,4.11694E-06
279,1282,73,19809,3,60730198093,Block Group 3,G5030,S,528461,0,33.1797036,-117.2769638,15000US060730198093,355,682996,Vista city,96181,30662,47782,17116,226.10162,567.0152,0.140113,8.18608E-06
4958,19483,47,1402,2,60470014022,Block Group 2,G5030,S,3115996,0,37.3018721,-120.4357952,15000US060470014022,212,646898,Merced city,80490,24950,38917,23537,138.254121,1039.271749,0.25681,1.09109E-05
1919,7846,99,2702,1,60990027021,Block Group 1,G5030,S,336557,0,37.6111283,-120.9707668,15000US060990027021,606,609353,Bystrom CDP,3805,1160,25543,743,111.409258,33.811071,0.008355,1.1245E-05
4855,18949,73,15100,3,60730151003,Block Group 3,G5030,S,507868,0,32.7837232,-116.9952225,15000US060730151003,344,621712,El Cajon city,101582,32088,45957,13151,158.709473,787.795185,0.194668,1.48025E-05
2664,10584,37,602104,1,60376021041,Block Group 1,G5030,S,339084,0,33.9274881,-118.3461089,15000US060376021041,7,636546,Inglewood city,111133,36309,42249,8480,94.00618,517.760387,0.127941,1.50874E-05
2949,11689,109,5100,2,61090051002,Block Group 2,G5030,S,13268662,10832,37.9921045,-120.4225805,15000US061090051002,198,672674,Sonora city,4844,2256,32985,3278,83.617053,334.170259,0.082575,2.51907E-05
2706,10686,37,603704,3,60376037043,Block Group 3,G5030,S,158207,1677,33.8965471,-118.3291921,15000US060376037043,6,632548,Hawthorne city,85889,29145,44384,5676,131.221085,720.28666,0.177987,3.13578E-05
3822,14796,73,20018,4,60730200184,Block Group 4,G5030,S,1782936,0,33.1462913,-117.2088748,15000US060730200184,355,682996,Vista city,96181,30662,47782,17116,343.913028,2339.502035,0.578104,3.37756E-05
440,1977,89,11803,1,60890118031,Block Group 1,G5030,S,47166856,7467011,40.7399422,-122.2860952,15000US060890118031,1119,649558,Mountain Gate CDP,1153,470,33906,2207,125.051633,353.538456,0.087361,3.95836E-05
5374,21384,37,910706,1,60379107061,Block Group 1,G5030,S,20974924,137079,34.5534723,-117.9994644,15000US060379107061,1018,641880,Littlerock CDP,2040,465,39745,1743,102.267432,300.554884,0.074269,4.26099E-05
2132,8301,99,3001,2,60990030012,Block Group 2,G5030,S,7336270,0,37.5838877,-120.9189155,15000US060990030012,81,612524,Ceres city,46570,13110,46132,9526,1138.964019,1807.565988,0.446659,4.68884E-05
4688,18166,37,403316,1,60374033161,Block Group 1,G5030,S,859387,0,34.0360522,-117.8021271,15000US060374033161,116,658072,Pomona city,151142,38894,48993,21467,545.082537,4740.152051,1.171317,5.45636E-05
2030,8094,99,3002,2,60990030022,Block Group 2,G5030,S,4569566,0,37.5608406,-120.9278525,15000US060990030022,81,612524,Ceres city,46570,13110,46132,9526,218.287774,2105.785769,0.520351,5.46243E-05
4606,17625,107,3902,3,61070039023,Block Group 3,G5030,S,587884,0,36.0586768,-118.9679208,15000US061070039023,209,658240,Porterville city,54949,16060,41267,17352,384.3609,4305.975137,1.06403,6.13203E-05
5392,21522,107,3300,5,61070033005,Block Group 5,G5030,S,29553757,0,36.1346307,-119.08111,15000US061070033005,209,658240,Porterville city,54949,16060,41267,17352,410.847857,4739.770902,1.171223,6.74979E-05
1309,5763,37,541100,3,60375411003,Block Group 3,G5030,S,624295,0,33.8978193,-118.2645244,15000US060375411003,145,615044,Compton city,97663,23395,43230,9421,287.637192,2651.960925,0.655314,6.95589E-05
2872,11551,37,432102,1,60374321021,Block Group 1,G5030,S,425176,0,34.0945522,-118.0519976,15000US060374321021,430,622230,El Monte city,115243,29793,38906,9022,242.823321,2657.450912,0.65667,7.27854E-05
2294,8939,65,940400,1,60659404001,Block Group 1,G5030,S,2677003,0,33.6929223,-116.1903248,15000US060659404001,283,636448,Indio city,82539,25281,47922,28449,944.4491,8632.903738,2.133237,7.49846E-05
5161,20309,37,532302,3,60375323023,Block Group 3,G5030,S,337858,441,34.0039116,-118.1697667,15000US060375323023,15,682422,Vernon city,59,20,38500,4814,154.948373,1481.948255,0.366197,7.60692E-05
3256,12962,37,554301,3,60375543013,Block Group 3,G5030,S,163455,0,33.8874777,-118.1448116,15000US060375543013,46,655618,Paramount city,54813,13732,43784,4508,575.993577,1406.894017,0.347651,7.71187E-05
4778,18702,73,15100,1,60730151001,Block Group 1,G5030,S,459602,0,32.7929539,-116.9919552,15000US060730151001,344,621712,El Cajon city,101582,32088,45957,13151,674.053779,4123.080979,1.018835,7.74721E-05
3277,13023,7,3002,1,60070030021,Block Group 1,G5030,S,11901659,294750,39.4844149,-121.5675184,15000US060070030021,1183,655086,Palermo CDP,5419,1871,42371,31341,591.08257,10785.18981,2.665078,8.50349E-05
3796,14729,109,5100,6,61090051006,Block Group 6,G5030,S,15838449,54568,37.9560627,-120.341403,15000US061090051006,769,621188,East Sonora CDP,2168,1156,43484,2559,226.948274,1005.018185,0.248345,9.70477E-05
3549,14176,67,7202,3,60670072023,Block Group 3,G5030,S,3117168,0,38.6769788,-121.4170432,15000US060670072023,1046,644760,McClellan Park CDP,1103,275,23977,4249,215.839482,1675.313814,0.413979,9.74297E-05
4067,15420,61,21802,4,60610218024,Block Group 4,G5030,S,9320711,7628,38.9439391,-121.0356973,15000US060610218024,1145,651637,North Auburn CDP,14011,5123,48052,8276,457.333976,3312.931086,0.818643,9.89177E-05
4172,15660,65,42709,2,60650427092,Block Group 2,G5030,S,2902193,0,33.7072298,-117.2158,15000US060650427092,284,656700,Perris city,71377,16242,48591,29267,559.385934,12206.97216,3.016409,0.000103065
3687,14500,7,2900,2,60070029002,Block Group 2,G5030,S,3311960,0,39.5165523,-121.6085377,15000US060070029002,156,654386,Oroville city,16015,5666,36581,14267,742.139439,6182.404934,1.527706,0.00010708
5394,21526,59,62641,2,60590626412,Block Group 2,G5030,S,232823,0,33.5974996,-117.7194581,15000US060590626412,240,639259,Laguna Woods city,16302,11377,36708,3095,186.12252,1724.643073,0.426169,0.000137696
3581,14288,43,301,3,60430003013,Block Group 3,G5030,S,35051915,218367,37.4968158,-119.8993269,15000US060430003013,1088,647374,Midpines CDP,689,343,41063,25041,551.581042,15448.29432,3.817357,0.000152444
4009,15276,65,43308,1,60650433081,Block Group 1,G5030,S,487582,0,33.7422062,-116.9520804,15000US060650433081,105,633182,Hemet city,81203,30585,33932,25837,861.338206,15996.90795,3.952922,0.000152995
5011,19655,29,5201,7,60290052017,Block Group 7,G5030,S,15941630,241740,35.7501221,-118.4421346,15000US060290052017,1504,686174,Wofford Heights CDP,2043,992,30500,5893,555.928276,3829.018208,0.946171,0.000160558
3649,14414,7,1900,1,60070019001,Block Group 1,G5030,S,3172606,0,39.79834,-121.5735169,15000US060070019001,1057,645120,Magalia CDP,11467,4855,39514,15229,582.448594,10621.89207,2.624727,0.000172351
3077,12311,29,5501,6,60290055016,Block Group 6,G5030,S,498356525,307545,35.5396661,-117.8464634,15000US060290055016,663,613157,China Lake Acres CDP,1376,607,21970,5060,679.708067,3560.403379,0.879795,0.000173873
3557,14208,67,7501,4,60670075014,Block Group 4,G5030,S,648185,0,38.6644026,-121.3413521,15000US060670075014,814,624722,Foothill Farms CDP,33024,11829,44590,4418,373.129203,3348.688102,0.827479,0.000187297
2873,11552,37,432102,2,60374321022,Block Group 2,G5030,S,342120,0,34.0938522,-118.0562942,15000US060374321022,430,622230,El Monte city,115243,29793,38906,9022,475.61572,7173.980031,1.772729,0.00019649
3595,14320,93,900,4,60930009004,Block Group 4,G5030,S,304776262,8281904,41.5444392,-122.3840626,15000US060930009004,772,621530,Edgewood CDP,30,11,34375,1164,185.261432,1052.222001,0.26001,0.000223376
1225,5047,37,542103,3,60375421033,Block Group 3,G5030,S,186979,0,33.8977824,-118.1962355,15000US060375421033,145,615044,Compton city,97663,23395,43230,9421,405.864778,8839.36612,2.184255,0.00023185
1269,5312,103,100,4,61030001004,Block Group 4,G5030,S,45225622,1208715,40.1939727,-122.17128,15000US061030001004,296,659892,Red Bluff city,14069,5097,32393,8425,1053.36426,8209.865503,2.028702,0.000240795
4604,17624,107,3902,2,61070039022,Block Group 2,G5030,S,1979885,0,36.0612021,-118.9786077,15000US061070039022,209,658240,Porterville city,54949,16060,41267,17352,1198.568515,16947.27134,4.187762,0.000241342
2634,10546,37,601600,1,60376016001,Block Group 1,G5030,S,178387,0,33.9355188,-118.3585664,15000US060376016001,6,632548,Hawthorne city,85889,29145,44384,5676,532.737159,5827.091447,1.439906,0.000253683
4442,16893,37,432102,5,60374321025,Block Group 5,G5030,S,532551,0,34.0894491,-118.0601407,15000US060374321025,430,622230,El Monte city,115243,29793,38906,9022,525.558971,9484.326926,2.343628,0.000259768
2301,8955,83,2922,4,60830029224,Block Group 4,G5030,S,2297997,2756,34.4311741,-119.8587914,15000US060830029224,921,636868,Isla Vista CDP,24792,5167,19237,1760,256.038192,1924.771119,0.475621,0.000270239
5496,22174,23,10700,1,60230107001,Block Group 1,G5030,S,7248221,39677,40.7420771,-124.1734963,15000US060230107001,908,634928,Humboldt Hill CDP,3704,1370,48134,4649,1133.03924,5561.684938,1.374322,0.000295617
1305,5756,37,541100,1,60375411001,Block Group 1,G5030,S,254511,0,33.9005926,-118.2559146,15000US060375411001,145,615044,Compton city,97663,23395,43230,9421,1187.721497,11473.32194,2.83512,0.000300936
2636,10547,37,601600,3,60376016003,Block Group 3,G5030,S,555740,0,33.9343602,-118.3662747,15000US060376016003,6,632548,Hawthorne city,85889,29145,44384,5676,359.354976,7172.317793,1.772318,0.000312248
2926,11661,37,432101,2,60374321012,Block Group 2,G5030,S,435295,0,34.0938142,-118.0445927,15000US060374321012,430,622230,El Monte city,115243,29793,38906,9022,428.555443,11427.75049,2.823859,0.000312997
3623,14347,7,2500,1,60070025001,Block Group 1,G5030,S,1542545,0,39.518941,-121.5640331,15000US060070025001,1409,678470,Thermalito CDP,6911,2265,35156,13851,700.92377,18877.81951,4.664811,0.000336785
2984,11937,73,3202,2,60730032022,Block Group 2,G5030,S,831954,0,32.6695108,-117.0638646,15000US060730032022,373,650398,National City city,59543,15523,39517,8257,1037.418373,11359.7667,2.807059,0.000339961
2939,11678,109,1100,1,61090011001,Block Group 1,G5030,S,1827224,5158,37.9969125,-120.4028932,15000US061090011001,198,672674,Sonora city,4844,2256,32985,3278,572.285588,4674.848201,1.15518,0.000352404
161,591,37,532400,1,60375324001,Block Group 1,G5030,S,12496795,442625,34.0029371,-118.2109137,15000US060375324001,428,614974,Commerce city,12975,3528,45846,6104,592.707524,9050.374362,2.236396,0.000366382
1096,4768,47,505,3,60470005053,Block Group 3,G5030,S,2164901,0,37.3802844,-120.6135865,15000US060470005053,211,603162,Atwater city,28686,8672,41619,6209,519.184772,9324.209428,2.304062,0.000371084
2680,10641,37,602301,3,60376023013,Block Group 3,G5030,S,240594,0,33.905734,-118.3641603,15000US060376023013,6,632548,Hawthorne city,85889,29145,44384,5676,511.73001,8599.563485,2.124998,0.000374383
5355,21257,37,531800,3,60375318003,Block Group 3,G5030,S,205239,0,34.0169313,-118.1343688,15000US060375318003,142,648816,Montebello city,63353,19674,47562,7819,520.717544,12169.90445,3.007249,0.000384608
2925,11660,37,432101,1,60374321011,Block Group 1,G5030,S,407154,0,34.0965209,-118.0385621,15000US060374321011,430,622230,El Monte city,115243,29793,38906,9022,772.297929,15560.98285,3.845203,0.000426203
1208,4969,37,531302,3,60375313023,Block Group 3,G5030,S,272679,0,34.0141083,-118.1785349,15000US060375313023,428,614974,Commerce city,12975,3528,45846,6104,1232.578269,11266.24124,2.783949,0.000456086
5166,20317,101,51100,1,61010511001,Block Group 1,G5030,S,74670409,0,38.9583626,-121.474511,15000US061010511001,758,620900,East Nicolaus CDP,251,97,42566,4852,854.825251,8993.556046,2.222356,0.000458029
4241,16159,73,15100,2,60730151002,Block Group 2,G5030,S,797703,0,32.7866735,-116.9911281,15000US060730151002,344,621712,El Cajon city,101582,32088,45957,13151,1832.352014,24515.03039,6.057796,0.000460634
4816,18808,71,11204,2,60710112042,Block Group 2,G5030,S,1360273,0,34.2363023,-116.8629905,15000US060710112042,555,606406,Big Bear City CDP,12563,5054,43404,30023,2274.621989,56607.38801,13.98799,0.000465909
1882,7745,99,2301,2,60990023012,Block Group 2,G5030,S,2120950,134746,37.602896,-121.0196973,15000US060990023012,589,608172,Bret Harte CDP,4998,1224,28279,560,261.445194,1063.854012,0.262884,0.000469436
3466,13857,73,15405,2,60730154052,Block Group 2,G5030,S,2199410,0,32.7777437,-116.9157385,15000US060730154052,344,621712,El Cajon city,101582,32088,45957,13151,1011.1676,25540.42747,6.311177,0.000479901
4800,18774,99,1500,4,60990015004,Block Group 4,G5030,S,8293237,53096,37.6312111,-121.0488934,15000US060990015004,1267,661106,Riverdale Park CDP,922,251,26838,1514,327.911235,3000.329235,0.741398,0.000489695
60,192,67,5509,2,60670055092,Block Group 2,G5030,S,22920,0,38.5861532,-121.4146202,15000US060670055092,516,602553,Arden-Arcade CDP,92844,40152,45750,18807,781.38862,37568.12645,9.283286,0.000493608
1692,7079,65,44403,2,60650444032,Block Group 2,G5030,S,119129931,0,33.5007123,-116.696215,15000US060650444032,512,602294,Anza CDP,2356,897,39489,25579,5810.290842,52251.03595,12.911512,0.00050477
237,1024,7,3001,1,60070030011,Block Group 1,G5030,S,1189561,0,39.4917373,-121.5349821,15000US060070030011,156,654386,Oroville city,16015,5666,36581,14267,1698.342909,34191.1922,8.448828,0.000592194
1802,7463,99,1800,2,60990018002,Block Group 2,G5030,S,2271591,16003,37.6382014,-120.9948375,15000US060990018002,606,609353,Bystrom CDP,3805,1160,25543,743,616.703526,1794.254705,0.44337,0.000596729
3389,13441,37,542104,2,60375421042,Block Group 2,G5030,S,148902,0,33.8978289,-118.1912851,15000US060375421042,145,615044,Compton city,97663,23395,43230,9421,1343.285238,22786.85719,5.630755,0.000597681
1717,7135,7,3001,4,60070030014,Block Group 4,G5030,S,247052,0,39.4957876,-121.5482261,15000US060070030014,156,654386,Oroville city,16015,5666,36581,14267,1570.241013,36839.49335,9.103237,0.000638062
2638,10548,37,601700,1,60376017001,Block Group 1,G5030,S,117470,0,33.9355204,-118.3513851,15000US060376017001,6,632548,Hawthorne city,85889,29145,44384,5676,626.560162,15100.16213,3.731331,0.000657387
4533,17319,37,601600,2,60376016002,Block Group 2,G5030,S,178317,0,33.9354513,-118.3615966,15000US060376016002,6,632548,Hawthorne city,85889,29145,44384,5676,767.209562,16165.30648,3.994534,0.000703759
3383,13438,37,542103,1,60375421031,Block Group 1,G5030,S,230000,0,33.9014803,-118.1964884,15000US060375421031,145,615044,Compton city,97663,23395,43230,9421,1320.989981,27521.56629,6.800727,0.000721869
259,1118,39,508,2,60390005082,Block Group 2,G5030,S,4723674,0,36.9462467,-120.021853,15000US060390005082,160,645022,Madera city,62559,16446,42027,15858,3393.655725,47751.82899,11.799734,0.000744087
2155,8466,71,3605,2,60710036052,Block Group 2,G5030,S,649435,0,34.0813637,-117.3877608,15000US060710036052,567,607064,Bloomington CDP,25228,5530,48985,5597,575.412705,16923.6936,4.181936,0.000747175
3404,13553,73,15403,2,60730154032,Block Group 2,G5030,S,1493942,0,32.766478,-116.9502791,15000US060730154032,344,621712,El Cajon city,101582,32088,45957,13151,1167.61843,41393.01248,10.228436,0.000777769
4379,16691,71,11300,2,60710113002,Block Group 2,G5030,S,88151034,0,34.3062214,-116.8709419,15000US060710113002,378,606434,Big Bear Lake city,5104,2174,41058,6136,1120.584605,20187.78958,4.988511,0.000812991
1037,4659,71,11300,1,60710113001,Block Group 1,G5030,S,159405543,11002901,34.3028175,-116.9906519,15000US060710113001,378,606434,Big Bear Lake city,5104,2174,41058,6136,1695.785566,20726.52636,5.121636,0.000834686
2682,10643,37,602301,5,60376023015,Block Group 5,G5030,S,350327,0,33.910925,-118.3685925,15000US060376023015,6,632548,Hawthorne city,85889,29145,44384,5676,1876.127059,20571.50687,5.08333,0.000895583
675,3549,73,19809,1,60730198091,Block Group 1,G5030,S,1293469,0,33.1774473,-117.263108,15000US060730198091,355,682996,Vista city,96181,30662,47782,17116,1634.289337,62576.0273,15.462873,0.000903416
4150,15609,71,11203,1,60710112031,Block Group 1,G5030,S,4071252,486207,34.2538099,-116.8825172,15000US060710112031,555,606406,Big Bear City CDP,12563,5054,43404,30023,3167.465038,113509.7682,28.048875,0.000934246
3118,12446,29,5204,4,60290052044,Block Group 4,G5030,S,31893981,22696,35.5773469,-118.4602907,15000US060290052044,971,639570,Lake Isabella CDP,3093,1417,22726,21497,1432.292281,82983.084,20.505567,0.00095388
1321,5854,37,541200,2,60375412002,Block Group 2,G5030,S,199237,0,33.9047674,-118.248406,15000US060375412002,145,615044,Compton city,97663,23395,43230,9421,2281.931091,36408.3587,8.996701,0.000954962
6,20,73,10103,3,60730101033,Block Group 3,G5030,S,397184,0,32.5798625,-117.1013027,15000US060730101033,309,636294,Imperial Beach city,26857,8649,48117,4053,1670.173116,15705.98951,3.881035,0.000957571
